REG,DATE,ARRS,DEPS,HEAVY,MED,LIGHT,ARRS_DOM,DEPS_DOM,OVR_FLTS
BRA,2019-01-01,1598,1657,211,2789,255,1408,1463,NA
BRA,2019-01-02,2149,2180,225,3658,446,1937,1959,NA
BRA,2019-01-03,2196,2219,225,3788,402,1978,1998,NA
BRA,2019-01-04,2189,2191,231,3748,401,1970,1976,NA
BRA,2019-01-05,1878,1883,229,3299,233,1648,1642,NA
BRA,2019-01-06,1806,1826,217,3180,235,1571,1607,NA
BRA,2019-01-07,2051,2048,234,3550,315,1833,1831,NA
BRA,2019-01-08,2152,2159,234,3726,351,1945,1944,NA
BRA,2019-01-09,2177,2195,235,3818,319,1968,1979,NA
BRA,2019-01-10,2202,2176,220,3778,380,1984,1964,NA
BRA,2019-01-11,2178,2223,227,3756,418,1970,2004,NA
BRA,2019-01-12,1844,1833,224,3263,190,1618,1597,NA
BRA,2019-01-13,1817,1815,219,3176,237,1585,1605,NA
BRA,2019-01-14,2105,2112,228,3736,253,1886,1892,NA
BRA,2019-01-15,2182,2189,239,3806,326,1965,1974,NA
BRA,2019-01-16,2148,2147,237,3729,329,1931,1930,NA
BRA,2019-01-17,2191,2205,233,3828,335,1984,1997,NA
BRA,2019-01-18,2229,2227,231,3812,413,2015,2001,NA
BRA,2019-01-19,1830,1817,230,3229,188,1604,1587,NA
BRA,2019-01-20,1827,1814,213,3187,241,1601,1597,NA
BRA,2019-01-21,2140,2152,222,3732,338,1928,1940,NA
BRA,2019-01-22,2210,2196,248,3747,411,1997,1982,NA
BRA,2019-01-23,2163,2206,242,3719,408,1949,1994,NA
BRA,2019-01-24,2188,2195,232,3748,403,1967,1981,NA
BRA,2019-01-25,2148,2139,239,3689,359,1935,1925,NA
BRA,2019-01-26,1854,1860,236,3257,221,1628,1620,NA
BRA,2019-01-27,1853,1828,218,3216,247,1616,1616,NA
BRA,2019-01-28,2151,2154,221,3736,348,1930,1938,NA
BRA,2019-01-29,2185,2200,251,3755,379,1975,1991,NA
BRA,2019-01-30,2218,2209,236,3754,437,1999,1991,NA
BRA,2019-01-31,2218,2223,235,3778,428,2002,2010,NA
BRA,2019-02-01,2196,2197,229,3739,425,1987,1977,NA
BRA,2019-02-02,1778,1790,229,3118,221,1548,1556,NA
BRA,2019-02-03,1767,1747,212,3074,228,1543,1535,NA
BRA,2019-02-04,2107,2109,225,3671,320,1898,1899,NA
BRA,2019-02-05,2149,2152,236,3697,368,1939,1950,NA
BRA,2019-02-06,2108,2121,247,3610,372,1902,1909,NA
BRA,2019-02-07,2184,2184,229,3709,430,1975,1981,NA
BRA,2019-02-08,2184,2207,232,3740,419,1975,1993,NA
BRA,2019-02-09,1764,1751,228,3051,236,1549,1530,NA
BRA,2019-02-10,1678,1671,202,2926,221,1464,1472,NA
BRA,2019-02-11,2127,2119,229,3682,335,1914,1913,NA
BRA,2019-02-12,2121,2146,231,3671,365,1923,1941,NA
BRA,2019-02-13,2147,2131,224,3705,349,1945,1928,NA
BRA,2019-02-14,2224,2249,225,3775,473,2018,2037,NA
BRA,2019-02-15,2153,2181,226,3706,402,1952,1981,NA
BRA,2019-02-16,1763,1736,223,3073,203,1549,1518,NA
BRA,2019-02-17,1548,1559,204,2703,200,1345,1368,NA
BRA,2019-02-18,2096,2099,213,3644,338,1894,1903,NA
BRA,2019-02-19,2155,2118,228,3626,419,1962,1918,NA
BRA,2019-02-20,2093,2123,231,3565,420,1896,1928,NA
BRA,2019-02-21,2212,2226,225,3772,441,2000,2018,NA
BRA,2019-02-22,2130,2168,224,3652,422,1931,1960,NA
BRA,2019-02-23,1845,1785,222,3159,249,1635,1564,NA
BRA,2019-02-24,1618,1647,206,2824,235,1407,1454,NA
BRA,2019-02-25,2041,2063,212,3574,318,1844,1865,NA
BRA,2019-02-26,2090,2091,230,3596,355,1888,1890,NA
BRA,2019-02-27,2163,2158,224,3687,410,1969,1956,NA
BRA,2019-02-28,2225,2228,235,3778,440,2010,2005,NA
BRA,2019-03-01,2312,2344,232,3873,551,2101,2117,NA
BRA,2019-03-02,2002,1956,216,3318,424,1787,1715,NA
BRA,2019-03-03,1272,1263,220,2095,220,1053,1069,NA
BRA,2019-03-04,1317,1348,203,2267,195,1126,1148,NA
BRA,2019-03-05,1505,1542,218,2632,197,1311,1344,NA
BRA,2019-03-06,2093,2109,212,3631,359,1896,1916,NA
BRA,2019-03-07,2078,2058,213,3533,390,1867,1857,NA
BRA,2019-03-08,1969,1969,216,3330,392,1768,1763,NA
BRA,2019-03-09,1741,1721,210,3040,212,1523,1505,NA
BRA,2019-03-10,1707,1766,209,3011,253,1475,1565,NA
BRA,2019-03-11,2113,2094,214,3670,323,1911,1899,NA
BRA,2019-03-12,2095,2100,226,3650,319,1895,1910,NA
BRA,2019-03-13,2121,2120,215,3642,384,1932,1935,NA
BRA,2019-03-14,2135,2140,215,3641,419,1948,1948,NA
BRA,2019-03-15,2193,2236,213,3764,452,2002,2037,NA
BRA,2019-03-16,1796,1756,200,3106,246,1603,1543,NA
BRA,2019-03-17,1611,1632,194,2844,205,1409,1450,NA
BRA,2019-03-18,2062,2062,199,3620,305,1870,1872,NA
BRA,2019-03-19,2056,2052,214,3556,338,1877,1876,NA
BRA,2019-03-20,2133,2111,208,3630,406,1949,1929,NA
BRA,2019-03-21,2112,2150,204,3640,418,1929,1955,NA
BRA,2019-03-22,2113,2153,205,3687,374,1927,1961,NA
BRA,2019-03-23,1793,1755,203,3089,256,1599,1548,NA
BRA,2019-03-24,1636,1657,191,2870,232,1437,1475,NA
BRA,2019-03-25,2067,2069,193,3657,286,1878,1881,NA
BRA,2019-03-26,2091,2098,206,3600,383,1903,1911,NA
BRA,2019-03-27,2091,2091,200,3578,404,1909,1916,NA
BRA,2019-03-28,2105,2115,207,3643,370,1920,1927,NA
BRA,2019-03-29,2171,2214,212,3746,427,1984,2023,NA
BRA,2019-03-30,1791,1750,200,3142,199,1601,1541,NA
BRA,2019-03-31,1598,1619,187,2805,225,1403,1435,NA
BRA,2019-04-01,2072,2064,193,3612,331,1870,1879,NA
BRA,2019-04-02,2021,1988,195,3446,368,1848,1822,NA
BRA,2019-04-03,2051,2054,203,3514,388,1875,1886,NA
BRA,2019-04-04,2101,2117,212,3595,411,1929,1939,NA
BRA,2019-04-05,2114,2124,191,3622,425,1950,1956,NA
BRA,2019-04-06,1715,1673,198,3011,179,1544,1483,NA
BRA,2019-04-07,1517,1558,181,2713,181,1340,1393,NA
BRA,2019-04-08,2033,2013,200,3556,290,1850,1839,NA
BRA,2019-04-09,1943,1957,195,3327,378,1775,1782,NA
BRA,2019-04-10,2096,2111,192,3576,439,1928,1938,NA
BRA,2019-04-11,2104,2128,204,3578,450,1922,1950,NA
BRA,2019-04-12,2169,2145,194,3660,460,1995,1969,NA
BRA,2019-04-13,1728,1721,193,3000,256,1549,1518,NA
BRA,2019-04-14,1557,1583,178,2717,245,1361,1406,NA
BRA,2019-04-15,1993,1994,182,3464,341,1819,1826,NA
BRA,2019-04-16,1993,1968,197,3412,352,1819,1798,NA
BRA,2019-04-17,2111,2139,198,3521,531,1945,1968,NA
BRA,2019-04-18,2164,2204,204,3616,548,1982,2018,NA
BRA,2019-04-19,1725,1705,194,2946,290,1556,1530,NA
BRA,2019-04-20,1094,1109,179,1843,181,924,916,NA
BRA,2019-04-21,1626,1619,191,2689,365,1414,1434,NA
BRA,2019-04-22,2157,2155,197,3695,420,1964,1977,NA
BRA,2019-04-23,2012,2004,192,3448,376,1841,1830,NA
BRA,2019-04-24,1922,1962,190,3314,380,1763,1795,NA
BRA,2019-04-25,1973,1982,203,3292,460,1800,1816,NA
BRA,2019-04-26,2053,2050,191,3450,462,1880,1877,NA
BRA,2019-04-27,1629,1618,198,2771,278,1455,1425,NA
BRA,2019-04-28,1406,1426,184,2418,230,1222,1259,NA
BRA,2019-04-29,1905,1928,205,3215,413,1735,1753,NA
BRA,2019-04-30,1928,1928,193,3244,419,1781,1783,NA
BRA,2019-05-01,1535,1530,197,2566,302,1366,1347,NA
BRA,2019-05-02,1779,1799,195,3005,378,1612,1631,NA
BRA,2019-05-03,1986,1979,198,3294,473,1810,1809,NA
BRA,2019-05-04,1543,1531,193,2649,232,1378,1343,NA
BRA,2019-05-05,1515,1559,187,2647,240,1329,1389,NA
BRA,2019-05-06,1938,1937,186,3340,349,1754,1772,NA
BRA,2019-05-07,1878,1902,197,3246,337,1716,1731,NA
BRA,2019-05-08,1938,1926,193,3284,387,1766,1755,NA
BRA,2019-05-09,1956,1994,200,3316,434,1789,1823,NA
BRA,2019-05-10,2018,2013,215,3469,347,1841,1840,NA
BRA,2019-05-11,1547,1532,193,2696,190,1383,1349,NA
BRA,2019-05-12,1433,1457,183,2499,208,1255,1292,NA
BRA,2019-05-13,1888,1879,194,3322,251,1712,1704,NA
BRA,2019-05-14,1880,1874,202,3204,348,1715,1702,NA
BRA,2019-05-15,1860,1903,194,3190,379,1701,1746,NA
BRA,2019-05-16,1969,1988,198,3296,463,1805,1817,NA
BRA,2019-05-17,2000,1993,209,3360,424,1820,1822,NA
BRA,2019-05-18,1545,1522,199,2647,221,1382,1344,NA
BRA,2019-05-19,1438,1478,193,2500,223,1254,1310,NA
BRA,2019-05-20,1861,1861,192,3201,329,1691,1699,NA
BRA,2019-05-21,1913,1916,195,3291,343,1755,1745,NA
BRA,2019-05-22,1920,1912,210,3232,390,1751,1746,NA
BRA,2019-05-23,1936,1964,197,3327,376,1772,1789,NA
BRA,2019-05-24,2022,2021,203,3406,434,1843,1843,NA
BRA,2019-05-25,1587,1548,201,2694,240,1416,1367,NA
BRA,2019-05-26,1448,1486,186,2508,240,1276,1323,NA
BRA,2019-05-27,1917,1918,193,3272,370,1745,1747,NA
BRA,2019-05-28,1874,1893,195,3240,332,1709,1723,NA
BRA,2019-05-29,1937,1910,197,3194,456,1795,1781,NA
BRA,2019-05-30,1940,1961,201,3282,418,1775,1782,NA
BRA,2019-05-31,2018,2033,204,3380,467,1842,1861,NA
BRA,2019-06-01,1577,1570,205,2721,221,1403,1388,NA
BRA,2019-06-02,1449,1476,192,2543,190,1267,1302,NA
BRA,2019-06-03,1910,1889,188,3271,340,1734,1714,NA
BRA,2019-06-04,1919,1929,188,3283,377,1757,1767,NA
BRA,2019-06-05,1981,1966,205,3311,431,1815,1801,NA
BRA,2019-06-06,1987,2019,203,3366,437,1827,1850,NA
BRA,2019-06-07,2041,2039,204,3400,476,1863,1866,NA
BRA,2019-06-08,1586,1560,184,2719,243,1423,1385,NA
BRA,2019-06-09,1485,1530,189,2578,248,1306,1359,NA
BRA,2019-06-10,1948,1943,189,3314,388,1776,1770,NA
BRA,2019-06-11,1882,1878,179,3172,409,1724,1728,NA
BRA,2019-06-12,1932,1951,193,3271,419,1767,1795,NA
BRA,2019-06-13,1981,2012,196,3323,474,1819,1836,NA
BRA,2019-06-14,2117,2112,204,3483,542,1938,1940,NA
BRA,2019-06-15,1656,1608,200,2806,258,1481,1424,NA
BRA,2019-06-16,1478,1528,190,2595,221,1302,1354,NA
BRA,2019-06-17,1968,1950,187,3370,361,1794,1781,NA
BRA,2019-06-18,2003,2021,196,3387,441,1835,1850,NA
BRA,2019-06-19,2072,2123,198,3478,519,1900,1941,NA
BRA,2019-06-20,1910,1891,200,3198,403,1734,1703,NA
BRA,2019-06-21,1354,1337,209,2199,283,1176,1165,NA
BRA,2019-06-22,1193,1198,192,2003,196,1023,1013,NA
BRA,2019-06-23,1617,1657,201,2724,349,1397,1463,NA
BRA,2019-06-24,2046,2008,185,3490,379,1862,1830,NA
BRA,2019-06-25,1977,1999,196,3401,379,1795,1818,NA
BRA,2019-06-26,1946,1950,206,3335,355,1770,1775,NA
BRA,2019-06-27,2048,2046,198,3428,468,1881,1874,NA
BRA,2019-06-28,2079,2102,210,3478,493,1892,1919,NA
BRA,2019-06-29,1671,1630,209,2820,272,1495,1427,NA
BRA,2019-06-30,1503,1564,192,2622,253,1314,1377,NA
BRA,2019-07-01,1992,1988,190,3420,370,1819,1811,NA
BRA,2019-07-02,2035,2025,201,3502,357,1839,1844,NA
BRA,2019-07-03,2070,2072,194,3552,396,1893,1887,NA
BRA,2019-07-04,2080,2072,209,3530,413,1897,1891,NA
BRA,2019-07-05,2076,2126,220,3562,420,1902,1938,NA
BRA,2019-07-06,1781,1755,203,3051,282,1593,1553,NA
BRA,2019-07-07,1581,1625,201,2812,193,1386,1440,NA
BRA,2019-07-08,2034,2020,201,3522,331,1845,1836,NA
BRA,2019-07-09,2033,2016,204,3456,389,1850,1838,NA
BRA,2019-07-10,2075,2056,202,3538,391,1899,1873,NA
BRA,2019-07-11,2061,2080,207,3545,389,1879,1898,NA
BRA,2019-07-12,2116,2124,207,3584,449,1930,1944,NA
BRA,2019-07-13,1774,1750,207,3076,241,1593,1545,NA
BRA,2019-07-14,1637,1657,197,2875,222,1441,1476,NA
BRA,2019-07-15,2045,2043,193,3563,332,1859,1864,NA
BRA,2019-07-16,2066,2090,203,3579,374,1888,1906,NA
BRA,2019-07-17,2118,2120,203,3624,411,1934,1937,NA
BRA,2019-07-18,2148,2153,208,3675,418,1961,1970,NA
BRA,2019-07-19,2143,2174,212,3670,435,1964,1988,NA
BRA,2019-07-20,1770,1730,195,3068,237,1586,1537,NA
BRA,2019-07-21,1648,1679,197,2884,246,1468,1495,NA
BRA,2019-07-22,2036,2029,203,3535,327,1838,1841,NA
BRA,2019-07-23,2090,2069,203,3612,344,1908,1891,NA
BRA,2019-07-24,2087,2088,199,3622,354,1902,1898,NA
BRA,2019-07-25,2123,2157,206,3698,376,1935,1971,NA
BRA,2019-07-26,2161,2161,215,3643,464,1967,1973,NA
BRA,2019-07-27,1782,1757,205,3107,227,1596,1554,NA
BRA,2019-07-28,1673,1685,205,2930,223,1463,1504,NA
BRA,2019-07-29,2047,2038,191,3552,342,1862,1854,NA
BRA,2019-07-30,2108,2104,207,3610,395,1914,1915,NA
BRA,2019-07-31,2094,2124,202,3620,396,1912,1932,NA
BRA,2019-08-01,2079,2076,202,3504,449,1889,1894,NA
BRA,2019-08-02,2076,2071,214,3551,382,1882,1889,NA
BRA,2019-08-03,1676,1643,207,2925,187,1497,1447,NA
BRA,2019-08-04,1598,1626,199,2811,214,1402,1442,NA
BRA,2019-08-05,2001,1995,185,3459,352,1829,1820,NA
BRA,2019-08-06,2103,2082,208,3493,484,1924,1910,NA
BRA,2019-08-07,2032,2046,203,3466,409,1859,1874,NA
BRA,2019-08-08,2103,2101,204,3551,449,1927,1924,NA
BRA,2019-08-09,2140,2154,213,3553,528,1961,1972,NA
BRA,2019-08-10,1763,1690,204,2961,288,1583,1497,NA
BRA,2019-08-11,1607,1649,195,2818,243,1418,1469,NA
BRA,2019-08-12,2013,2000,185,3488,340,1835,1826,NA
BRA,2019-08-13,2058,2066,203,3520,401,1888,1892,NA
BRA,2019-08-14,2097,2089,197,3511,478,1924,1921,NA
BRA,2019-08-15,2139,2148,207,3558,522,1962,1971,NA
BRA,2019-08-16,2145,2214,207,3597,555,1976,2042,NA
BRA,2019-08-17,1736,1707,212,2976,255,1558,1518,NA
BRA,2019-08-18,1605,1641,194,2811,241,1422,1469,NA
BRA,2019-08-19,2028,2008,193,3499,344,1846,1835,NA
BRA,2019-08-20,2040,2028,193,3515,360,1870,1858,NA
BRA,2019-08-21,2072,2105,194,3556,427,1898,1931,NA
BRA,2019-08-22,2091,2120,200,3480,531,1921,1933,NA
BRA,2019-08-23,2127,2148,209,3558,508,1953,1974,NA
BRA,2019-08-24,1753,1697,200,2963,287,1574,1510,NA
BRA,2019-08-25,1622,1664,195,2822,269,1435,1496,NA
BRA,2019-08-26,2019,2008,191,3458,378,1842,1837,NA
BRA,2019-08-27,2062,2054,201,3472,443,1898,1882,NA
BRA,2019-08-28,2076,2084,188,3513,459,1900,1911,NA
BRA,2019-08-29,2104,2135,203,3582,454,1925,1951,NA
BRA,2019-08-30,2118,2117,207,3540,488,1943,1944,NA
BRA,2019-08-31,1691,1654,195,2923,227,1516,1464,NA
BRA,2019-09-01,1591,1623,196,2792,226,1407,1455,NA
BRA,2019-09-02,2061,2053,197,3590,327,1888,1883,NA
BRA,2019-09-03,2032,2049,190,3529,362,1871,1886,NA
BRA,2019-09-04,2085,2074,189,3595,375,1921,1914,NA
BRA,2019-09-05,2071,2106,199,3561,417,1908,1929,NA
BRA,2019-09-06,2139,2122,205,3641,415,1967,1954,NA
BRA,2019-09-07,1778,1741,195,3051,273,1607,1556,NA
BRA,2019-09-08,1619,1674,196,2866,231,1431,1495,NA
BRA,2019-09-09,2054,2040,184,3554,356,1876,1874,NA
BRA,2019-09-10,2086,2076,202,3609,351,1912,1901,NA
BRA,2019-09-11,2093,2084,200,3597,380,1924,1915,NA
BRA,2019-09-12,2097,2117,198,3598,418,1930,1946,NA
BRA,2019-09-13,2153,2186,206,3652,481,1979,2007,NA
BRA,2019-09-14,1718,1676,198,2986,210,1537,1485,NA
BRA,2019-09-15,1630,1659,198,2849,242,1439,1479,NA
BRA,2019-09-16,2039,2046,178,3583,324,1866,1879,NA
BRA,2019-09-17,2038,2041,215,3486,378,1874,1870,NA
BRA,2019-09-18,2138,2134,202,3605,465,1970,1961,NA
BRA,2019-09-19,2131,2145,201,3643,432,1962,1976,NA
BRA,2019-09-20,2164,2182,205,3688,453,1986,2002,NA
BRA,2019-09-21,1774,1725,201,3070,228,1600,1538,NA
BRA,2019-09-22,1628,1658,207,2859,220,1441,1483,NA
BRA,2019-09-23,2097,2086,180,3634,369,1924,1921,NA
BRA,2019-09-24,2093,2086,200,3594,385,1927,1924,NA
BRA,2019-09-25,2106,2092,206,3609,383,1939,1926,NA
BRA,2019-09-26,2109,2145,202,3609,443,1943,1985,NA
BRA,2019-09-27,2217,2222,210,3766,463,2051,2046,NA
BRA,2019-09-28,1845,1807,201,3197,254,1674,1623,NA
BRA,2019-09-29,1705,1740,216,2945,284,1522,1566,NA
BRA,2019-09-30,2120,2121,192,3678,371,1955,1957,NA
BRA,2019-10-01,2123,2120,204,3643,396,1948,1956,NA
BRA,2019-10-02,2145,2148,194,3717,382,1979,1985,NA
BRA,2019-10-03,2180,2191,202,3747,422,2023,2023,NA
BRA,2019-10-04,2191,2211,205,3786,411,2024,2042,NA
BRA,2019-10-05,1820,1781,204,3179,218,1652,1595,NA
BRA,2019-10-06,1658,1705,191,2922,250,1489,1539,NA
BRA,2019-10-07,2093,2084,192,3686,299,1929,1920,NA
BRA,2019-10-08,2070,2074,197,3565,382,1908,1920,NA
BRA,2019-10-09,2040,2045,203,3481,401,1883,1879,NA
BRA,2019-10-10,2119,2138,191,3612,454,1960,1966,NA
BRA,2019-10-11,2156,2176,206,3643,483,1993,2008,NA
BRA,2019-10-12,1764,1744,198,3064,246,1609,1564,NA
BRA,2019-10-13,1611,1633,196,2790,258,1422,1458,NA
BRA,2019-10-14,2027,2026,193,3556,304,1856,1862,NA
BRA,2019-10-15,2075,2052,207,3512,408,1911,1887,NA
BRA,2019-10-16,2079,2098,205,3598,374,1909,1931,NA
BRA,2019-10-17,2113,2123,202,3606,428,1953,1960,NA
BRA,2019-10-18,2131,2142,204,3640,429,1960,1979,NA
BRA,2019-10-19,1797,1761,207,3117,234,1623,1580,NA
BRA,2019-10-20,1604,1660,190,2817,257,1431,1494,NA
BRA,2019-10-21,2070,2029,199,3541,359,1900,1861,NA
BRA,2019-10-22,2076,2084,216,3523,421,1910,1923,NA
BRA,2019-10-23,2134,2128,204,3598,460,1969,1965,NA
BRA,2019-10-24,2156,2174,197,3602,531,1992,2005,NA
BRA,2019-10-25,2128,2155,200,3588,495,1952,1987,NA
BRA,2019-10-26,1783,1729,195,3085,232,1619,1551,NA
BRA,2019-10-27,1621,1667,188,2877,223,1451,1502,NA
BRA,2019-10-28,2029,2019,188,3519,341,1861,1858,NA
BRA,2019-10-29,2057,2058,208,3521,386,1892,1894,NA
BRA,2019-10-30,2137,2137,189,3663,422,1974,1969,NA
BRA,2019-10-31,2121,2142,200,3641,422,1955,1971,NA
BRA,2019-11-01,2162,2190,206,3647,499,2000,2023,NA
BRA,2019-11-02,1727,1672,195,2992,212,1561,1502,NA
BRA,2019-11-03,1649,1689,190,2880,268,1473,1520,NA
BRA,2019-11-04,2048,2033,194,3542,345,1883,1870,NA
BRA,2019-11-05,2026,2045,209,3493,369,1861,1882,NA
BRA,2019-11-06,2228,2221,215,3730,504,2062,2059,NA
BRA,2019-11-07,2157,2169,200,3668,458,1987,1994,NA
BRA,2019-11-08,2168,2189,194,3715,448,2004,2024,NA
BRA,2019-11-09,1842,1780,206,3180,236,1677,1599,NA
BRA,2019-11-10,1722,1751,197,2976,300,1540,1585,NA
BRA,2019-11-11,2036,2065,180,3503,418,1871,1906,NA
BRA,2019-11-12,2161,2141,217,3670,415,1987,1984,NA
BRA,2019-11-13,2161,2169,208,3677,445,1988,1998,NA
BRA,2019-11-14,2209,2290,210,3739,550,2040,2088,NA
BRA,2019-11-15,2107,2076,217,3591,375,1936,1891,NA
BRA,2019-11-16,1493,1470,194,2536,233,1331,1295,NA
BRA,2019-11-17,1780,1844,194,2958,472,1583,1673,NA
BRA,2019-11-18,2038,2031,191,3422,456,1861,1857,NA
BRA,2019-11-19,2013,2010,218,3295,510,1839,1837,NA
BRA,2019-11-20,2057,2087,190,3504,450,1900,1923,NA
BRA,2019-11-21,2191,2196,197,3592,598,2017,2017,NA
BRA,2019-11-22,2140,2164,200,3565,539,1960,1977,NA
BRA,2019-11-23,1873,1831,201,3241,262,1693,1647,NA
BRA,2019-11-24,1766,1814,190,3057,333,1567,1632,NA
BRA,2019-11-25,2161,2152,207,3722,384,1977,1974,NA
BRA,2019-11-26,2162,2149,210,3645,456,1988,1980,NA
BRA,2019-11-27,2048,2045,188,3549,356,1894,1891,NA
BRA,2019-11-28,2245,2225,206,3763,501,2084,2065,NA
BRA,2019-11-29,2298,2330,187,3844,597,2134,2169,NA
BRA,2019-11-30,1887,1865,197,3279,276,1726,1686,NA
BRA,2019-12-01,1720,1755,203,3033,239,1537,1584,NA
BRA,2019-12-02,2204,2199,195,3782,426,2028,2019,NA
BRA,2019-12-03,2226,2228,213,3764,477,2043,2054,NA
BRA,2019-12-04,2203,2218,193,3755,473,2034,2047,NA
BRA,2019-12-05,2200,2207,210,3696,501,2016,2019,NA
BRA,2019-12-06,2293,2316,201,3921,487,2125,2143,NA
BRA,2019-12-07,1950,1908,210,3350,298,1766,1714,NA
BRA,2019-12-08,1738,1776,202,3066,246,1552,1598,NA
BRA,2019-12-09,2203,2187,202,3767,421,2017,1997,NA
BRA,2019-12-10,2185,2179,216,3718,430,2000,2011,NA
BRA,2019-12-11,2205,2223,194,3728,506,2040,2050,NA
BRA,2019-12-12,2310,2343,221,3886,546,2120,2145,NA
BRA,2019-12-13,2271,2288,210,3849,500,2088,2106,NA
BRA,2019-12-14,1975,1914,212,3381,296,1785,1714,NA
BRA,2019-12-15,1798,1855,209,3163,281,1602,1666,NA
BRA,2019-12-16,2234,2225,197,3849,413,2040,2037,NA
BRA,2019-12-17,2227,2230,226,3774,457,2030,2034,NA
BRA,2019-12-18,2268,2292,210,3848,502,2084,2111,NA
BRA,2019-12-19,2378,2350,218,3933,577,2183,2157,NA
BRA,2019-12-20,2346,2378,205,3945,574,2157,2195,NA
BRA,2019-12-21,2034,1998,217,3500,315,1832,1782,NA
BRA,2019-12-22,1812,1838,207,3188,255,1607,1645,NA
BRA,2019-12-23,2155,2121,207,3706,363,1960,1929,NA
BRA,2019-12-24,1978,1926,215,3463,226,1787,1740,NA
BRA,2019-12-25,1507,1576,170,2745,168,1348,1414,NA
BRA,2019-12-26,2219,2224,212,3689,542,2021,2023,NA
BRA,2019-12-27,2252,2272,196,3779,549,2062,2078,NA
BRA,2019-12-28,1997,2013,201,3422,387,1799,1800,NA
BRA,2019-12-29,1738,1755,188,3081,224,1539,1572,NA
BRA,2019-12-30,2054,2048,198,3542,362,1866,1852,NA
BRA,2019-12-31,1897,1842,205,3315,219,1706,1652,NA
BRA,2020-01-01,1504,1569,172,2722,179,1337,1399,NA
BRA,2020-01-02,2097,2110,192,3622,393,1899,1911,NA
BRA,2020-01-03,2258,2242,195,3907,398,2054,2033,NA
BRA,2020-01-04,1939,1930,216,3387,266,1723,1706,NA
BRA,2020-01-05,1874,1897,198,3265,308,1660,1690,NA
BRA,2020-01-06,2172,2196,218,3821,329,1962,1990,NA
BRA,2020-01-07,2182,2196,223,3859,296,1985,1998,NA
BRA,2020-01-08,2162,2175,198,3817,322,1971,1991,NA
BRA,2020-01-09,2251,2248,221,3927,351,2045,2034,NA
BRA,2020-01-10,2262,2289,206,3969,376,2057,2082,NA
BRA,2020-01-11,1926,1879,219,3388,198,1716,1658,NA
BRA,2020-01-12,1817,1853,191,3199,280,1604,1652,NA
BRA,2020-01-13,2166,2151,204,3773,340,1964,1955,NA
BRA,2020-01-14,2238,2234,232,3882,358,2034,2032,NA
BRA,2020-01-15,2188,2215,207,3836,360,1996,2027,NA
BRA,2020-01-16,2227,2209,227,3842,367,2019,2006,NA
BRA,2020-01-17,2244,2247,209,3895,387,2045,2045,NA
BRA,2020-01-18,1949,1934,222,3404,257,1737,1709,NA
