REG,DATE,ARRS,DEPS,HEAVY,MED,LIGHT,ARRS_DOM,DEPS_DOM,OVR_FLTS
BRA,2021-04-20,868,854,131,1255,336,816,803,NA
BRA,2021-04-21,790,793,135,1221,227,734,735,NA
BRA,2021-04-22,851,860,129,1245,337,798,811,NA
BRA,2021-04-23,924,941,132,1331,402,880,888,NA
BRA,2021-04-24,750,726,140,1104,232,679,667,NA
BRA,2021-04-25,760,767,115,1107,305,703,710,NA
BRA,2021-04-26,946,939,141,1407,337,886,880,NA
BRA,2021-04-27,895,871,143,1279,344,840,815,NA
BRA,2021-04-28,914,926,150,1278,412,852,859,NA
BRA,2021-04-29,951,959,125,1334,451,897,911,NA
BRA,2021-04-30,978,1019,128,1412,457,926,963,NA
BRA,2021-05-01,799,787,145,1221,220,735,722,NA
BRA,2021-05-02,775,794,118,1199,252,716,735,NA
BRA,2021-05-03,973,985,136,1525,297,912,926,NA
BRA,2021-05-04,893,890,129,1349,305,842,834,NA
BRA,2021-05-05,965,953,145,1432,341,900,894,NA
BRA,2021-05-06,998,1030,131,1563,334,937,973,NA
BRA,2021-05-07,1089,1064,132,1639,382,1034,1008,NA
BRA,2021-05-08,841,821,139,1247,276,782,761,NA
BRA,2021-05-09,742,766,113,1182,213,687,711,NA
BRA,2021-05-10,1061,1079,147,1674,319,998,1016,NA
BRA,2021-05-11,1008,998,127,1533,346,959,950,NA
BRA,2021-05-12,1065,1039,152,1615,337,1007,975,NA
BRA,2021-05-13,1068,1084,114,1631,407,1014,1032,NA
BRA,2021-05-14,1190,1163,119,1783,451,1134,1112,NA
BRA,2021-05-15,918,883,126,1413,262,858,821,NA
BRA,2021-05-16,870,947,110,1403,304,815,889,NA
BRA,2021-05-17,1091,1086,125,1729,323,1029,1030,NA
BRA,2021-05-18,1065,1068,125,1649,359,1011,1014,NA
BRA,2021-05-19,1113,1117,136,1673,421,1045,1053,NA
BRA,2021-05-20,1130,1138,123,1721,424,1070,1084,NA
BRA,2021-05-21,1188,1191,125,1788,466,1129,1132,NA
BRA,2021-05-22,890,843,130,1361,242,829,777,NA
BRA,2021-05-23,872,906,100,1401,277,822,854,NA
BRA,2021-05-24,1115,1125,124,1774,342,1058,1064,NA
BRA,2021-05-25,1092,1103,126,1670,399,1036,1046,NA
BRA,2021-05-26,1115,1119,140,1715,379,1048,1057,NA
BRA,2021-05-27,1188,1205,114,1799,480,1132,1146,NA
BRA,2021-05-28,1234,1228,121,1920,421,1180,1170,NA
BRA,2021-05-29,967,944,131,1512,268,903,880,NA
BRA,2021-05-30,876,888,107,1425,232,821,834,NA
BRA,2021-05-31,1177,1168,135,1860,350,1111,1105,NA
BRA,2021-06-01,1139,1124,129,1708,426,1091,1076,NA
BRA,2021-06-02,1244,1282,123,1943,460,1187,1220,NA
BRA,2021-06-03,1136,1131,113,1738,416,1087,1082,NA
BRA,2021-06-04,921,918,127,1424,288,861,858,NA
BRA,2021-06-05,777,783,111,1248,201,716,722,NA
BRA,2021-06-06,997,999,113,1486,397,943,945,NA
BRA,2021-06-07,1300,1316,126,2124,366,1239,1254,NA
BRA,2021-06-08,1249,1214,119,1953,391,1195,1164,NA
BRA,2021-06-09,1244,1251,121,1974,400,1184,1197,NA
BRA,2021-06-10,1287,1316,108,2058,437,1232,1260,NA
BRA,2021-06-11,1355,1352,126,2126,455,1296,1292,NA
BRA,2021-06-12,1077,1050,117,1736,274,1013,986,NA
BRA,2021-06-13,947,971,105,1505,308,893,915,NA
BRA,2021-06-14,1273,1290,121,2056,386,1216,1227,NA
BRA,2021-06-15,1236,1234,115,1943,412,1181,1186,NA
BRA,2021-06-16,1226,1222,133,1921,394,1165,1163,NA
BRA,2021-06-17,1285,1285,110,2003,457,1226,1229,NA
BRA,2021-06-18,1384,1397,125,2153,503,1324,1337,NA
BRA,2021-06-19,1070,1051,123,1757,241,1009,983,NA
BRA,2021-06-20,1001,1010,116,1609,286,938,954,NA
BRA,2021-06-21,1273,1269,123,2068,351,1220,1209,NA
BRA,2021-06-22,1251,1228,123,1919,437,1198,1177,NA
BRA,2021-06-23,1234,1284,134,1963,421,1173,1214,NA
BRA,2021-06-24,1234,1212,113,1950,383,1177,1163,NA
BRA,2021-06-25,1342,1358,120,2094,486,1288,1296,NA
BRA,2021-06-26,1036,1003,126,1662,251,972,934,NA
BRA,2021-06-27,943,966,108,1526,275,887,907,NA
BRA,2021-06-28,1269,1278,131,2056,360,1212,1212,NA
BRA,2021-06-29,1197,1180,115,1940,322,1139,1131,NA
BRA,2021-06-30,1216,1233,126,1939,384,1160,1170,NA
BRA,2021-07-01,1400,1435,125,2241,469,1333,1365,NA
BRA,2021-07-02,1456,1462,135,2383,400,1393,1396,NA
BRA,2021-07-03,1214,1212,129,2059,238,1139,1144,NA
BRA,2021-07-04,1130,1142,121,1887,264,1067,1073,NA
BRA,2021-07-05,1392,1380,113,2302,357,1333,1323,NA
BRA,2021-07-06,1402,1393,128,2233,434,1340,1334,NA
BRA,2021-07-07,1436,1443,130,2330,419,1375,1377,NA
BRA,2021-07-08,1430,1484,123,2370,421,1370,1422,NA
BRA,2021-07-09,1549,1541,132,2496,462,1480,1475,NA
BRA,2021-07-10,1226,1183,116,2038,255,1163,1116,NA
BRA,2021-07-11,1198,1229,137,1960,330,1125,1154,NA
BRA,2021-07-12,1457,1460,124,2428,365,1393,1406,NA
BRA,2021-07-13,1362,1381,125,2267,351,1311,1320,NA
BRA,2021-07-14,1460,1440,133,2392,375,1390,1372,NA
BRA,2021-07-15,1444,1464,122,2363,423,1383,1403,NA
BRA,2021-07-16,1549,1557,129,2522,455,1490,1489,NA
BRA,2021-07-17,1264,1218,113,2152,217,1205,1165,NA
BRA,2021-07-18,1149,1184,113,1965,255,1085,1114,NA
BRA,2021-07-19,1477,1486,130,2489,344,1409,1423,NA
BRA,2021-07-20,1433,1429,116,2410,336,1378,1376,NA
BRA,2021-07-21,1493,1473,136,2437,393,1420,1405,NA
BRA,2021-07-22,1511,1535,128,2466,452,1441,1463,NA
BRA,2021-07-23,1549,1563,125,2576,411,1476,1493,NA
BRA,2021-07-24,1308,1280,125,2183,280,1240,1209,NA
BRA,2021-07-25,1210,1236,131,2014,301,1134,1160,NA
BRA,2021-07-26,1478,1481,135,2466,358,1409,1415,NA
BRA,2021-07-27,1450,1452,130,2407,365,1387,1393,NA
BRA,2021-07-28,1514,1479,134,2457,402,1446,1408,NA
BRA,2021-07-29,1514,1557,127,2454,490,1447,1491,NA
BRA,2021-07-30,1587,1601,115,2608,465,1524,1535,NA
BRA,2021-07-31,1304,1252,118,2151,287,1230,1186,NA
BRA,2021-08-01,1171,1192,129,1918,316,1091,1118,NA
BRA,2021-08-02,1472,1468,130,2493,317,1396,1394,NA
BRA,2021-08-03,1459,1456,121,2443,351,1402,1395,NA
BRA,2021-08-04,1458,1435,123,2391,379,1394,1378,NA
BRA,2021-08-05,1478,1523,123,2447,431,1415,1454,NA
BRA,2021-08-06,1568,1563,108,2563,460,1510,1505,NA
BRA,2021-08-07,1229,1205,123,2034,277,1161,1140,NA
BRA,2021-08-08,1112,1128,120,1871,249,1044,1065,NA
BRA,2021-08-09,1455,1454,115,2469,325,1394,1384,NA
BRA,2021-08-10,1442,1461,121,2429,353,1382,1400,NA
BRA,2021-08-11,1535,1511,138,2501,407,1463,1447,NA
BRA,2021-08-12,1513,1535,114,2540,394,1454,1472,NA
BRA,2021-08-13,1607,1596,106,2663,434,1545,1536,NA
BRA,2021-08-14,1257,1242,130,2088,281,1190,1169,NA
BRA,2021-08-15,1145,1168,123,1902,288,1076,1104,NA
BRA,2021-08-16,1475,1465,114,2512,314,1408,1397,NA
BRA,2021-08-17,1463,1471,116,2435,383,1408,1417,NA
BRA,2021-08-18,1545,1522,126,2510,431,1470,1460,NA
BRA,2021-08-19,1524,1578,134,2527,441,1466,1509,NA
BRA,2021-08-20,1629,1648,114,2693,470,1571,1581,NA
BRA,2021-08-21,1205,1150,118,1991,246,1133,1088,NA
BRA,2021-08-22,1028,1076,134,1645,325,959,1004,NA
BRA,2021-08-23,1411,1424,131,2358,346,1344,1357,NA
BRA,2021-08-24,1439,1412,116,2274,461,1379,1356,NA
BRA,2021-08-25,1464,1454,141,2330,447,1392,1382,NA
BRA,2021-08-26,1520,1554,119,2499,456,1461,1494,NA
BRA,2021-08-27,1646,1662,123,2700,485,1582,1592,NA
BRA,2021-08-28,1256,1228,120,2088,276,1188,1162,NA
BRA,2021-08-29,1141,1155,113,1901,282,1079,1091,NA
BRA,2021-08-30,1460,1479,114,2513,312,1401,1418,NA
BRA,2021-08-31,1477,1463,120,2426,394,1419,1407,NA
BRA,2021-09-01,1572,1572,141,2593,410,1498,1504,NA
BRA,2021-09-02,1650,1668,128,2713,477,1583,1601,NA
BRA,2021-09-03,1841,1830,117,2943,611,1772,1751,NA
BRA,2021-09-04,1425,1402,140,2377,310,1346,1328,NA
BRA,2021-09-05,905,891,118,1431,247,841,825,NA
BRA,2021-09-06,1125,1109,131,1782,321,1046,1036,NA
BRA,2021-09-07,1493,1508,115,2402,484,1437,1447,NA
BRA,2021-09-08,1604,1626,120,2665,445,1532,1562,NA
BRA,2021-09-09,1630,1660,124,2719,447,1560,1593,NA
BRA,2021-09-10,1689,1704,123,2792,478,1627,1626,NA
BRA,2021-09-11,1370,1352,147,2310,265,1293,1274,NA
BRA,2021-09-12,1242,1255,120,2084,293,1172,1185,NA
BRA,2021-09-13,1625,1593,149,2738,331,1544,1525,NA
BRA,2021-09-14,1609,1599,127,2698,383,1556,1543,NA
BRA,2021-09-15,1629,1640,141,2681,447,1555,1569,NA
BRA,2021-09-16,1636,1620,130,2654,472,1569,1552,NA
BRA,2021-09-17,1697,1736,121,2884,428,1636,1672,NA
BRA,2021-09-18,1382,1355,134,2339,264,1304,1282,NA
BRA,2021-09-19,1233,1249,125,2067,290,1159,1174,NA
BRA,2021-09-20,1583,1597,136,2699,345,1514,1531,NA
BRA,2021-09-21,1645,1602,129,2710,408,1587,1540,NA
BRA,2021-09-22,1593,1628,133,2651,437,1526,1558,NA
BRA,2021-09-23,1634,1642,129,2742,405,1566,1575,NA
BRA,2021-09-24,1660,1683,122,2794,427,1597,1619,NA
BRA,2021-09-25,1374,1348,139,2324,259,1299,1280,NA
BRA,2021-09-26,1233,1245,129,2091,258,1162,1173,NA
BRA,2021-09-27,1610,1611,133,2744,344,1541,1541,NA
BRA,2021-09-28,1620,1619,137,2700,402,1561,1562,NA
BRA,2021-09-29,1589,1592,156,2650,375,1519,1515,NA
BRA,2021-09-30,1664,1668,141,2771,420,1590,1602,NA
BRA,2021-10-01,1675,1696,135,2817,419,1609,1619,NA
BRA,2021-10-02,1416,1372,136,2400,252,1341,1302,NA
BRA,2021-10-03,1210,1249,136,2105,218,1132,1170,NA
BRA,2021-10-04,1623,1606,141,2769,319,1541,1533,NA
BRA,2021-10-05,1637,1621,138,2691,429,1576,1554,NA
BRA,2021-10-06,1678,1718,140,2782,474,1609,1641,NA
BRA,2021-10-07,1741,1737,135,2841,502,1663,1663,NA
BRA,2021-10-08,1897,1906,129,3066,608,1825,1824,NA
BRA,2021-10-09,1458,1451,142,2466,301,1383,1372,NA
BRA,2021-10-10,847,819,120,1407,139,776,746,NA
BRA,2021-10-11,957,981,128,1608,202,888,910,NA
BRA,2021-10-12,1375,1404,133,2335,311,1309,1344,NA
BRA,2021-10-13,1689,1671,134,2788,438,1612,1599,NA
BRA,2021-10-14,1622,1655,133,2726,418,1552,1583,NA
BRA,2021-10-15,1661,1680,129,2836,376,1586,1607,NA
BRA,2021-10-16,1397,1368,142,2406,217,1321,1288,NA
BRA,2021-10-17,1312,1308,134,2183,303,1230,1229,NA
BRA,2021-10-18,1635,1638,137,2750,386,1555,1570,NA
BRA,2021-10-19,1672,1652,148,2822,354,1593,1577,NA
BRA,2021-10-20,1720,1738,139,2819,500,1649,1662,NA
BRA,2021-10-21,1719,1755,139,2841,494,1637,1676,NA
BRA,2021-10-22,1767,1779,129,2922,495,1696,1705,NA
BRA,2021-10-23,1432,1402,138,2419,277,1355,1328,NA
BRA,2021-10-24,1279,1287,119,2162,285,1210,1215,NA
BRA,2021-10-25,1621,1618,139,2770,330,1545,1549,NA
BRA,2021-10-26,1634,1642,140,2753,383,1564,1562,NA
BRA,2021-10-27,1686,1681,136,2770,461,1608,1610,NA
BRA,2021-10-28,1732,1746,129,2858,491,1658,1672,NA
BRA,2021-10-29,1801,1808,111,2953,545,1736,1733,NA
BRA,2021-10-30,1493,1466,146,2473,340,1413,1389,NA
BRA,2021-10-31,1052,1066,123,1814,181,982,989,NA
BRA,2021-11-01,1214,1214,122,2103,203,1137,1142,NA
BRA,2021-11-02,1579,1605,131,2672,381,1496,1521,NA
BRA,2021-11-03,1755,1743,123,2998,377,1679,1668,NA
BRA,2021-11-04,1166,1366,87,2121,324,1106,1311,NA
